,0,1,2,3,4,5,6,7,8,9
8086,5,4,1,0,0,5,0,6,3,3
51166,3,6,3,8,6,4,4,4,1,8
195827,0,1,1,0,0,8,7,6,5,0
79719,0,1,1,0,0,8,7,6,5,0
22848,8,3,7,2,8,4,4,5,1,4
28971,9,8,0,5,3,7,6,3,2,7
14,5,1,1,0,0,8,7,6,5,0
16,8,3,7,2,8,4,4,2,1,4
132949,0,1,1,0,0,8,7,6,5,0
60496,0,1,1,0,0,8,7,6,5,0
10157,0,1,1,0,0,8,7,6,5,0
26574,0,1,1,0,0,8,7,6,5,0
18,8,7,5,9,2,2,0,5,1,6
22,4,7,1,9,0,2,7,0,0,2
10057,4,2,8,9,6,9,0,0,4,8
5825,5,4,8,1,2,5,0,8,0,3
5826,0,1,1,0,0,8,7,6,5,0
6059,2,3,7,2,8,4,4,2,1,4
23,0,1,1,0,0,8,7,6,5,0
10061,4,7,8,9,2,2,3,0,0,2
25864,0,1,1,0,0,8,7,6,5,0
11057,8,4,7,1,8,5,4,2,3,3
10006,0,1,1,0,0,8,7,6,5,0
10152,5,1,1,0,4,5,0,8,3,3
25,8,6,3,8,6,0,3,5,6,6
3983,5,1,1,0,0,8,7,6,5,0
29,5,2,8,1,6,9,3,5,3,8
29777,0,1,1,0,0,8,7,6,5,0
30,4,7,1,9,2,2,0,0,0,0
10449,0,1,1,0,0,8,7,6,5,0
34,0,1,1,0,0,8,7,6,5,0
36,5,1,1,1,0,8,7,6,3,3
37,5,1,1,0,2,8,0,6,5,3
23527,5,4,5,1,4,5,0,8,3,3
38,2,2,7,2,8,4,4,5,1,4
39,4,7,8,9,2,2,0,0,0,2
64746,4,7,1,9,2,2,0,0,0,2
91452,2,7,8,1,4,2,4,8,1,2
84320,3,3,3,2,6,9,4,2,4,8
65057,1,5,7,3,9,6,5,1,7,5
55331,0,1,1,0,0,8,7,6,5,0
22985,4,7,1,9,2,2,0,0,0,2
47,8,7,7,8,4,4,3,5,3,3
48,0,1,1,0,0,8,7,6,5,0
50,5,4,1,1,4,5,0,8,3,3
55856,8,4,5,1,6,5,4,5,3,3
10965,0,1,1,0,0,8,7,6,5,0
11332,3,6,4,7,1,7,9,2,8,1
10005,0,1,1,0,0,8,7,6,5,0
23597,3,6,7,2,1,4,4,5,6,4
51,0,1,1,0,0,8,7,6,5,0
52,0,1,1,9,0,2,7,6,0,2
53,0,1,1,0,0,8,7,6,5,0
2181,0,1,1,0,0,8,7,6,5,0
2182,5,4,5,1,4,5,0,8,3,3
79611,5,4,5,0,4,5,0,8,3,3
60,0,4,5,1,0,5,7,6,3,0
71,5,7,5,0,4,2,0,8,3,3
86,0,1,1,0,0,8,7,6,5,0
87,0,1,1,0,0,8,7,6,5,0
81,9,0,2,7,5,7,9,9,8,1
55860,2,5,5,3,9,6,5,1,7,5
10121,5,4,5,1,4,5,0,8,3,3
10120,5,7,5,1,4,2,0,8,3,3
10097,0,1,1,0,0,8,7,6,5,0
10096,0,1,8,0,0,8,7,6,5,0
64431,5,4,5,1,0,5,7,6,3,3
93973,4,7,1,9,2,2,7,0,0,2
91,4,7,7,9,2,2,4,0,0,4
92,5,1,1,0,4,8,0,8,5,3
93,0,1,1,0,0,8,7,6,5,0
97,5,4,5,1,4,9,0,8,3,3
98,5,4,5,1,4,5,0,8,3,3
161823,8,3,7,2,8,4,4,5,1,4
102,5,1,1,0,0,8,7,6,5,0
6868,5,4,5,1,4,5,0,8,3,2
8754,4,7,8,9,2,2,0,0,0,2
9510,2,5,5,3,9,6,5,1,7,5
103,6,0,9,5,3,1,6,3,2,7
23536,8,2,8,8,6,0,3,5,6,8
118,5,4,1,1,4,5,0,8,3,3
120,8,6,7,8,6,0,3,5,6,6
166647,4,7,5,9,2,2,0,0,0,2
22859,0,1,1,0,0,8,7,6,5,0
23266,5,1,5,1,4,8,0,6,3,3
23284,2,4,5,1,4,5,4,8,3,4
84059,9,6,4,5,1,7,2,4,8,1
128,5,7,8,8,6,0,3,5,6,6
55256,2,4,5,1,4,5,0,8,3,3
51094,0,1,1,0,0,8,7,6,5,0
79602,0,1,1,0,0,8,7,6,5,0
132,0,1,1,0,0,8,7,6,5,0
23394,8,3,7,2,8,4,4,2,1,4
22850,0,1,1,0,0,8,7,6,5,0
84890,4,7,5,9,4,2,0,8,0,2
83440,5,7,1,0,4,2,0,0,3,3
11047,4,4,5,9,4,2,0,8,0,2
158,5,4,5,1,4,5,4,8,3,3
159,1,6,2,7,5,7,2,4,8,1
121536,8,6,8,8,6,0,3,5,6,6
166,2,4,5,1,4,5,4,8,3,4
60312,2,4,5,1,4,5,4,8,3,3
4301,2,4,8,1,4,5,4,5,3,4
27125,0,1,1,0,0,8,7,6,5,0
172,5,7,1,0,4,9,0,0,3,3
10939,4,7,1,9,2,2,0,0,0,2
54812,4,7,1,9,2,2,7,0,0,2
175,1,3,3,2,8,4,9,2,1,4
116987,5,4,5,1,4,5,0,8,3,3
60509,4,7,5,9,2,2,0,0,0,2
3267,4,7,5,9,2,2,0,0,0,2
55109,0,1,1,0,0,8,7,6,5,0
178,5,2,5,1,6,9,0,8,4,8
26523,0,1,1,0,0,8,7,6,5,0
27161,0,1,1,0,0,8,7,6,5,0
192669,5,4,5,9,4,5,0,8,3,3
192670,4,1,1,9,2,2,0,6,0,2
10554,1,8,3,7,5,7,9,9,8,1
56895,9,8,4,7,5,7,9,4,8,1
55326,4,7,1,9,2,2,7,0,0,2
8540,5,4,5,1,4,5,0,8,3,3
23287,5,7,1,1,2,5,0,6,3,3
57085,5,4,5,1,4,5,4,2,3,3
25909,2,4,5,1,4,5,0,8,3,4
191,2,5,5,3,9,6,5,1,7,5
10768,4,7,1,9,2,2,7,0,0,0
54806,0,1,1,0,0,8,7,6,5,0
10598,0,1,1,0,0,8,7,6,5,0
130872,1,6,2,7,1,7,9,4,4,1
9131,7,9,6,4,7,3,8,7,9,9
51390,5,4,8,1,4,5,0,8,3,3
9255,2,4,5,1,4,5,0,8,3,3
7965,8,2,8,8,6,9,4,5,4,8
9049,0,1,1,0,0,8,7,6,5,0
84962,1,3,3,8,8,0,9,5,6,6
204,5,4,5,1,4,5,0,8,3,3
50808,0,1,1,0,0,8,7,6,5,0
205,1,8,2,7,5,7,2,4,8,1
102157402,0,1,1,0,0,8,7,6,5,0
11216,4,2,5,9,6,9,4,5,4,8
11215,0,1,1,0,0,8,7,6,5,0
9590,8,6,8,8,6,0,3,5,6,6
11214,8,2,8,1,4,9,4,5,4,8
8227,0,1,1,0,0,8,7,6,5,0
10270,5,1,1,0,0,8,7,6,5,0
26993,4,7,5,9,2,2,0,0,0,2
10142,0,1,1,0,0,8,7,6,5,0
56672,0,1,1,0,0,8,7,6,5,0
79647,0,1,1,0,0,8,7,6,5,0
55122,8,3,8,8,8,4,3,5,6,4
10327,0,1,1,0,0,8,7,6,5,0
231,3,3,7,2,8,4,4,2,1,4
8574,5,7,8,1,2,5,3,0,3,3
208,5,7,1,0,4,8,0,6,3,3
10000,0,1,1,0,0,8,7,6,5,0
64400,7,9,6,3,7,3,8,7,9,9
210,5,4,5,1,4,2,0,8,3,3
211,0,1,1,0,0,8,7,6,5,0
214,2,3,7,1,4,4,4,8,1,4
5832,0,1,1,0,0,8,7,6,5,0
217,8,2,8,9,6,9,3,5,4,8
224,0,1,1,0,0,8,7,6,5,0
7915,4,7,5,9,4,2,0,0,0,2
4329,4,7,8,9,2,2,4,5,0,2
501,0,1,1,0,0,8,7,6,5,0
223,5,5,5,3,9,6,5,1,7,5
226,4,7,1,9,2,2,7,0,0,2
79868,4,7,1,9,2,2,0,0,0,2
85365,1,3,7,2,8,4,4,4,1,1
10195,5,4,5,1,4,5,0,8,3,4
29880,0,7,1,0,0,2,7,6,5,0
79053,9,0,2,5,5,7,9,9,8,1
54890,4,7,1,9,2,2,7,0,0,2
84266,5,4,5,0,4,5,0,8,3,3
7840,8,3,7,2,8,4,4,5,1,4
57679,2,5,5,3,9,6,5,1,7,5
10189,4,7,5,9,2,2,0,0,0,2
262,0,1,1,0,0,8,7,6,5,0
9949,0,1,1,0,0,8,7,6,5,0
83607,0,1,1,0,0,8,7,6,5,0
196394,5,1,1,0,4,8,0,6,5,0
154810,5,4,5,1,4,5,0,8,3,3
51421,5,4,5,1,4,5,0,8,3,3
51321,8,7,8,1,6,0,3,5,6,3
201283,0,1,1,0,0,8,7,6,5,0
10393,8,3,7,2,8,4,4,2,1,4
51529,2,4,5,1,4,5,4,8,3,3
25847,0,1,1,0,0,8,0,6,5,0
25906,1,6,3,8,5,7,2,4,8,1
119504,0,1,1,0,0,8,7,6,5,0
29945,1,2,3,2,6,9,2,4,4,8
51433,5,1,1,0,4,8,0,6,5,3
51434,4,7,5,9,4,2,0,0,0,2
90806,5,1,1,0,4,5,0,6,3,3
284,2,3,7,2,8,4,4,2,1,4
287,0,1,1,0,0,8,7,6,5,0
288,0,1,1,0,0,8,7,6,5,0
63926,5,7,5,1,6,5,0,8,3,8
51479,0,1,1,0,0,8,7,6,5,0
54467,8,3,7,8,6,0,3,5,6,6
23141,8,6,7,8,8,0,3,0,6,6
57037,2,3,7,2,8,4,4,5,1,4
57763,0,1,1,0,0,8,7,6,5,0
55608,8,2,8,8,6,9,3,5,6,8
29123,2,5,7,3,9,6,5,1,7,5
23253,4,7,1,9,2,2,0,0,0,2
88455,2,3,5,1,4,4,4,8,1,4
81573,4,7,8,8,6,9,3,5,6,8
26057,8,2,7,8,8,9,3,5,4,8
22852,4,7,5,9,2,2,4,0,0,2
23243,0,1,1,0,0,8,7,6,5,0
147463,3,3,3,2,8,4,9,2,1,4
375248,4,1,1,9,2,2,0,0,0,2
57730,8,3,7,2,8,4,4,2,1,4
84832,0,1,1,0,0,8,7,6,5,0
400986,0,1,1,0,0,8,7,6,5,0
51239,4,7,1,9,0,2,7,0,0,2
157567,5,4,5,1,4,5,0,8,3,3
54851,5,4,5,1,4,5,0,8,3,3
57182,0,1,1,0,0,8,7,6,5,0
129138,5,4,5,1,4,5,0,8,3,3
22881,8,7,8,9,2,0,3,0,0,2
23294,5,4,5,1,4,5,0,8,3,3
124401,5,7,5,1,2,2,3,0,3,3
55139,8,2,7,8,6,9,4,5,4,8
54443,5,1,1,0,0,8,7,6,5,0
55129,0,1,1,0,0,8,7,6,5,0
196527,5,1,1,0,0,8,7,6,5,3
8125,7,9,6,4,7,3,8,7,9,9
10541,5,1,1,0,0,8,7,6,5,0
23520,0,1,1,0,0,8,7,6,5,0
81611,0,1,1,0,0,8,7,6,5,0
84168,5,4,8,1,4,5,0,8,3,3
311,0,1,1,0,0,8,7,6,5,0
302,3,2,3,2,5,9,2,9,4,1
304,5,4,5,1,4,5,0,8,3,3
307,5,1,1,0,4,8,7,6,3,3
308,8,3,7,8,6,0,4,5,6,6
309,0,1,1,0,0,8,7,6,5,0
310,2,3,7,2,8,4,4,5,1,4
55435,4,7,1,9,2,2,0,0,0,0
164,4,7,5,9,2,2,0,0,0,2
8906,5,1,1,0,0,8,7,6,5,0
8907,2,5,7,3,9,6,5,1,7,5
8905,8,3,7,8,1,0,4,4,6,6
160,4,7,1,9,2,2,0,0,0,2
161,8,7,8,8,6,0,3,5,6,6
163,0,1,1,0,0,8,7,6,5,0
1173,0,1,1,0,0,8,7,6,5,0
1175,4,7,8,9,2,2,3,0,0,2
8546,0,1,1,0,0,8,7,6,5,0
8943,4,7,1,9,2,2,7,0,0,2
26985,5,1,5,1,0,8,7,0,5,0
10947,0,1,1,0,0,8,7,6,5,0
1176,0,1,1,0,0,8,7,6,5,0
10239,5,4,5,1,4,5,0,8,3,3
23431,8,3,8,8,6,0,3,5,6,6
9179,5,4,8,1,4,5,0,8,3,3
11154,0,1,1,0,0,8,7,6,5,0
55745,8,2,8,8,6,9,4,5,4,8
317,1,2,3,2,6,9,9,5,4,8
321,3,3,2,2,8,7,9,2,1,1
322,8,7,8,8,2,0,3,5,6,6
323,1,0,4,7,1,7,2,9,8,1
324,2,5,7,3,9,6,5,1,7,5
327,0,1,1,0,0,8,7,6,5,0
328,4,7,1,9,2,2,0,0,0,3
51107,0,1,1,0,0,8,7,6,5,0
8539,8,3,7,1,4,9,4,2,4,3
51074,0,1,1,0,0,8,7,6,5,0
334,8,4,8,1,8,5,4,8,3,3
57136,5,4,5,1,4,5,0,8,3,3
348,4,1,1,9,0,2,7,0,0,2
23780,4,7,1,9,2,2,7,0,0,2
79135,5,4,5,1,4,5,0,8,3,3
139322,0,1,1,0,0,8,7,6,5,0
84334,0,1,1,0,0,8,7,6,5,0
351,4,7,5,9,2,2,0,0,0,2
10513,4,1,1,0,0,8,7,6,0,0
26060,5,1,1,0,0,8,7,6,5,0
55198,4,7,1,9,2,2,0,0,0,2
353,0,1,1,0,0,8,7,6,5,0
54840,2,3,7,2,8,4,4,2,1,4
9716,2,4,5,1,4,5,0,8,3,3
372,0,1,1,0,0,8,7,6,5,0
375,2,4,5,1,4,5,0,8,3,3
377,9,0,3,7,5,7,2,9,8,1
378,5,1,1,0,0,8,7,6,3,0
382,5,4,5,1,4,5,0,8,3,3
55738,2,4,7,1,4,5,4,8,3,4
84364,4,7,5,9,2,2,0,0,0,2
26286,0,1,1,0,0,8,7,6,5,0
10565,0,1,1,0,0,8,7,6,5,0
10564,2,4,5,1,4,5,0,8,3,3
57221,9,0,0,5,5,1,6,9,2,7
27236,5,4,8,1,4,5,0,8,3,3
384,6,0,4,5,5,7,6,3,8,1
55082,5,4,5,1,4,5,0,8,3,3
94134,0,1,1,0,0,8,7,6,5,0
55114,8,3,7,1,4,4,3,5,1,4
57584,0,1,1,0,0,8,7,6,5,0
23092,4,4,5,9,4,2,0,8,3,2
79822,4,7,8,9,2,2,3,0,0,2
9411,5,7,5,9,6,9,0,0,3,8
9743,0,1,1,0,0,8,7,6,5,0
2909,2,4,5,1,4,5,4,8,3,3
394,0,7,1,0,2,8,7,6,5,0
396,5,1,1,0,0,8,7,6,5,0
23365,5,4,5,1,4,5,0,8,3,3
9181,4,7,1,9,2,2,0,0,0,2
26084,0,1,1,0,0,8,7,6,5,0
55701,4,7,1,9,2,2,7,0,0,2
8874,0,1,1,0,0,8,7,6,5,0
23229,0,1,5,1,0,8,0,6,5,3
8289,5,1,1,0,0,8,7,6,5,0
57492,0,1,1,0,0,8,7,6,5,0
196528,0,1,1,0,0,8,7,6,5,0
1820,5,4,1,0,4,8,0,8,3,3
10620,4,7,1,9,2,2,0,0,0,2
5926,5,4,5,1,4,5,0,8,3,3
51742,4,7,1,9,2,2,0,0,0,2
25820,3,3,3,2,8,4,9,2,1,4
10425,5,4,5,1,4,5,0,8,3,3
400,0,1,1,0,0,8,7,6,5,0
285598,2,4,5,1,4,5,0,8,3,3
200894,0,1,1,0,0,8,7,6,5,0
120534,0,1,1,0,0,8,7,6,5,0
339231,0,1,1,0,0,8,7,6,5,0
402,5,4,1,0,0,5,7,8,3,3
23568,8,4,8,1,4,5,4,8,3,4
403,3,3,3,2,8,4,9,2,1,4
10124,5,4,5,1,4,5,0,8,3,3
10123,9,0,9,5,3,1,6,3,2,7
26225,0,1,1,0,0,8,7,6,5,0
221079,2,2,7,8,6,9,4,5,4,8
23204,4,7,1,9,0,2,0,0,0,2
10550,0,4,1,0,0,8,0,6,5,3
151188,5,4,5,1,4,5,0,8,3,3
127829,5,1,1,0,0,8,7,6,5,0
55207,0,1,1,0,0,8,7,6,5,0
55156,7,9,6,4,7,3,8,7,9,9
83787,0,1,1,0,0,8,7,6,5,0
25852,0,7,1,0,0,2,7,0,5,0
80210,0,1,1,0,0,8,7,6,5,0
51309,8,7,8,9,2,0,3,0,0,6
9823,0,1,1,0,0,8,7,6,5,0
51566,4,7,1,9,2,2,0,0,0,2
100131755,2,4,5,1,4,5,0,8,3,3
79624,2,3,7,2,8,4,4,5,1,4
405,0,1,1,0,0,8,7,6,5,0
10552,0,1,1,0,0,8,7,6,5,0
10095,8,3,7,1,8,4,4,5,6,4
10109,4,7,5,9,2,2,0,0,0,2
10094,5,4,8,1,2,5,0,8,3,3
10093,0,1,1,0,0,8,7,6,5,0
10092,8,7,8,8,6,0,3,5,1,6
81873,8,3,3,2,8,4,4,2,1,4
348110,3,5,3,3,9,6,5,1,7,5
10776,0,1,1,0,0,8,7,6,5,0
409,8,6,8,8,6,0,3,5,6,6
92714,0,7,1,0,2,8,7,6,5,0
57561,5,4,8,1,4,5,3,5,3,3
91947,0,1,1,0,0,8,7,6,5,0
153642,5,4,5,1,4,5,0,8,3,3
64801,4,7,5,9,2,2,0,8,0,2
421,4,1,1,0,0,8,7,6,0,0
427,5,4,5,1,4,5,0,6,3,3
50807,5,4,1,1,4,5,0,8,3,3
8853,0,1,1,0,0,8,7,6,5,0
51665,1,3,7,2,8,4,4,5,1,4
140461,4,7,1,9,2,5,0,0,0,3
51008,5,1,1,0,0,8,7,6,5,0
84164,1,3,3,2,5,7,9,9,8,1
10973,9,8,0,6,3,1,6,3,2,7
25842,0,1,1,9,2,8,7,6,5,0
55870,8,3,7,8,8,4,4,2,1,4
9070,0,1,1,0,0,8,7,6,5,0
8623,6,8,0,5,3,1,1,3,2,7
439,0,1,1,0,0,8,7,6,5,0
440,5,7,8,9,2,0,3,0,6,6
54529,4,7,8,9,2,2,3,0,0,2
444,5,4,8,1,4,5,3,5,3,3
259266,8,3,7,2,8,4,4,5,1,4
79058,0,1,1,0,0,8,7,6,5,0
80150,5,1,1,0,0,8,7,6,5,0
55726,0,4,8,0,0,5,7,6,3,0
171023,2,5,5,3,9,6,5,1,7,5
