,0,1,2,3,4,5,6,7,8,9
8086,27,0,13,5,17,27,14,29,20,10
51166,28,7,1,1,16,14,10,13,1,3
195827,10,14,8,20,11,5,9,27,27,26
79719,12,17,0,9,24,7,17,29,20,28
22848,19,0,22,8,0,1,2,3,15,28
28971,15,18,3,11,23,1,20,28,22,0
14,12,5,15,3,26,7,14,2,12,22
16,16,28,2,10,29,21,12,21,24,11
132949,11,24,0,9,24,20,5,11,7,25
60496,20,27,28,4,14,28,25,5,4,13
10157,23,2,14,16,14,22,19,10,21,24
26574,16,1,18,13,20,29,11,18,17,23
18,28,7,1,1,16,14,10,13,1,3
23461,15,18,3,11,23,1,20,28,22,0
22,17,20,18,13,1,29,28,20,25,23
10057,8,16,11,8,0,19,6,23,3,4
5825,18,25,20,18,20,3,11,0,8,17
5826,28,7,1,1,16,14,10,13,1,3
6059,27,17,19,5,3,27,14,23,20,10
23,5,12,15,9,19,20,5,21,2,5
10061,19,16,22,11,23,1,2,28,15,12
25864,9,2,2,10,4,28,12,9,21,13
11057,10,13,24,21,25,5,23,7,5,7
10006,19,16,11,28,26,19,2,3,3,28
10152,28,7,1,28,16,14,2,13,1,12
25,19,16,11,28,0,1,20,28,1,12
3983,1,22,23,17,13,13,1,25,29,19
29,13,6,27,6,27,16,9,18,18,1
29777,8,12,0,16,26,20,25,26,10,16
30,0,24,15,3,26,25,5,15,10,22
10449,15,19,3,11,23,8,20,28,22,0
80724,28,7,1,28,16,1,10,28,1,3
34,27,0,19,3,17,27,17,29,15,10
36,10,23,8,20,2,9,23,6,8,26
37,27,0,19,3,17,27,14,23,3,10
23527,9,2,28,16,22,8,0,16,4,8
38,19,19,11,8,26,19,15,22,3,28
39,12,24,15,9,26,25,5,15,9,22
64746,8,10,15,9,24,8,5,16,9,22
91452,19,7,1,28,0,14,6,3,3,12
84320,28,7,1,28,16,14,10,13,1,3
65057,20,12,18,25,22,8,1,5,21,16
55331,8,5,11,3,26,12,6,15,15,28
22985,0,24,15,9,24,12,2,16,10,22
47,27,17,11,3,17,27,6,29,3,4
48,0,16,11,8,0,1,6,3,15,12
50,9,29,25,4,22,18,25,24,7,29
55856,3,18,16,8,26,12,6,22,9,8
10965,13,23,8,20,11,9,22,6,18,26
11332,27,0,19,3,17,27,6,29,3,10
10005,8,17,19,19,3,6,17,1,20,10
23597,26,25,2,22,4,3,11,18,14,14
51,27,10,19,5,3,27,14,23,20,28
52,3,19,16,27,6,4,24,22,19,9
53,8,5,19,8,19,7,0,23,9,8
2181,0,16,22,3,26,12,2,3,3,4
2182,17,20,18,13,1,29,28,20,25,20
79611,14,13,24,21,25,5,18,7,5,7
60,20,0,25,19,6,4,15,22,9,4
71,3,19,16,19,6,4,24,15,19,9
86,13,6,27,26,8,15,22,0,28,6
87,23,27,25,4,12,28,0,16,7,13
81,0,16,17,3,26,12,15,1,15,4
55860,8,0,11,3,17,27,17,29,3,28
10121,27,16,19,3,17,27,2,23,3,28
10120,28,7,1,28,16,14,10,13,1,3
10097,12,16,17,3,26,7,2,3,10,28
10096,7,17,17,15,3,6,17,15,26,10
64431,0,10,0,3,24,17,15,15,9,4
93973,19,16,11,28,0,1,2,3,3,28
91,28,7,1,1,16,14,6,13,1,12
92,0,16,11,8,24,12,6,1,9,4
93,3,27,25,4,22,8,0,26,4,8
97,19,7,1,28,16,14,2,13,1,12
98,4,28,9,24,5,15,22,8,18,17
161823,17,20,18,13,1,29,28,20,25,23
102,3,19,25,27,6,4,24,22,19,4
6868,28,7,1,1,16,14,10,13,1,3
8754,19,16,22,28,0,1,2,28,3,12
9510,10,25,8,22,11,9,22,27,8,17
11174,7,4,14,15,15,22,19,10,26,24
56999,23,29,28,7,14,28,16,11,0,11
103,19,16,11,28,0,19,6,3,15,28
23536,17,20,18,13,1,29,28,20,25,20
118,14,13,5,21,25,5,18,7,5,7
120,3,19,16,27,26,8,24,22,19,8
166647,12,24,0,8,24,19,25,26,9,25
9289,28,7,22,28,16,14,10,13,1,12
22859,28,7,22,28,16,1,10,13,1,12
23266,26,15,4,13,29,16,11,18,17,23
23284,19,24,22,3,0,19,6,22,3,4
84059,28,7,1,1,16,14,10,13,1,3
128,17,19,25,27,1,29,28,20,25,20
55256,27,5,17,5,14,28,24,29,4,16
51094,25,5,17,9,22,7,5,26,12,16
79602,3,0,11,8,6,1,6,3,15,12
132,3,19,16,27,24,4,15,22,10,8
23394,19,16,22,28,0,14,2,3,1,3
22850,25,20,21,25,22,20,28,20,25,27
84890,0,10,22,3,26,12,2,22,15,4
83440,28,7,1,1,16,14,10,13,1,3
11047,3,19,25,27,6,4,24,1,19,9
158,6,29,2,26,5,2,21,10,28,1
159,20,2,10,10,29,21,12,21,21,2
121536,19,7,22,28,0,12,2,3,3,12
166,11,10,0,19,24,17,25,26,9,25
60312,0,0,11,8,0,19,6,3,15,4
4301,12,24,0,9,24,17,25,16,12,25
3899,17,20,18,13,1,29,28,20,25,20
27125,17,19,18,16,24,8,15,12,7,20
172,28,7,22,1,16,14,10,13,1,3
10939,23,12,21,16,14,28,25,16,4,13
54812,18,1,27,14,8,2,21,8,28,14
175,27,17,13,3,17,27,14,29,20,10
116987,27,0,13,5,17,27,17,29,20,10
60509,0,16,22,8,16,27,2,3,3,12
3267,24,28,2,0,29,2,21,0,24,14
55109,28,7,1,1,16,14,10,13,1,3
178,3,19,16,27,6,4,24,22,19,9
26523,1,22,23,17,13,13,1,25,29,19
27161,3,19,25,27,6,4,24,22,19,9
192669,0,10,0,5,26,17,17,15,9,16
192670,23,27,18,25,1,20,28,12,21,11
10554,19,16,11,28,16,1,6,3,3,3
56894,19,16,11,8,0,1,2,13,3,12
56895,6,26,26,14,8,2,21,5,28,24
55326,23,2,28,16,29,11,29,21,2,13
8540,24,27,10,10,22,28,25,11,4,13
23287,19,16,22,28,0,19,2,3,15,28
57085,29,22,12,17,13,13,1,25,29,19
25909,8,24,17,8,23,12,6,22,9,4
191,3,19,25,27,26,17,24,26,19,16
10768,8,19,17,19,17,19,15,1,9,28
54806,3,19,16,8,6,4,24,22,19,9
10598,0,16,11,28,0,1,2,3,3,28
130872,20,12,2,25,14,11,0,11,7,11
9131,12,24,15,9,19,7,5,15,10,22
51390,8,5,15,16,22,8,15,15,9,16
9255,19,18,13,8,23,19,2,23,22,28
7965,27,16,13,3,0,27,17,23,3,10
9049,3,10,25,16,22,18,24,12,21,8
84962,28,16,11,28,0,14,2,3,3,12
204,9,12,21,25,22,20,29,12,21,11
50808,9,12,25,16,22,4,0,26,4,16
205,28,7,1,1,16,14,10,13,1,3
102157402,3,19,16,27,6,4,24,22,19,20
221264,1,22,23,17,13,13,1,25,29,19
11216,20,4,28,15,15,28,25,12,7,29
