,0,1,2,3,4,5,6,7,8,9
8086,6,1,3,6,5,3,7,4,9,6
51166,5,8,0,1,1,0,0,1,1,1
195827,5,8,0,4,1,0,0,1,1,1
79719,2,0,3,8,5,4,8,4,3,5
22848,4,1,8,9,3,6,7,9,9,8
28971,6,1,8,6,3,3,7,4,9,6
14,1,3,7,4,4,9,3,6,6,7
16,1,6,5,5,8,0,6,1,5,1
132949,1,3,7,4,4,9,3,6,6,7
60496,5,9,2,9,9,6,9,1,1,1
10157,1,3,7,4,4,9,3,6,6,7
26574,4,9,0,9,1,6,0,9,1,8
18,7,7,1,3,6,2,4,5,2,3
23461,5,9,0,9,1,6,0,1,1,1
22,1,3,7,4,4,9,3,6,6,7
10057,1,3,7,4,4,9,3,6,6,7
5825,6,0,8,6,3,3,7,4,9,6
5826,4,9,0,9,1,0,0,1,1,1
6059,5,3,0,1,1,0,0,1,1,1
23,5,3,0,9,1,0,0,1,1,1
10061,5,8,0,9,1,0,0,1,1,1
25864,2,7,1,3,2,4,4,3,2,3
11057,1,3,7,4,4,9,3,6,6,7
10006,1,3,7,4,4,9,3,6,6,7
10152,4,1,2,9,9,6,9,9,7,8
25,5,3,0,9,1,0,0,1,1,1
3983,4,8,8,1,3,6,7,9,9,8
29,1,3,7,4,4,9,3,6,6,7
29777,6,0,3,8,9,3,8,4,7,6
30,6,0,3,8,5,3,8,4,7,5
10449,4,1,8,1,9,6,7,9,7,8
80724,1,3,7,4,4,9,3,6,6,7
34,5,9,0,9,1,0,0,1,1,1
36,1,9,7,9,4,9,3,6,6,7
37,1,6,5,5,8,9,6,6,5,7
23527,6,0,8,6,3,3,7,4,9,6
38,7,7,1,3,6,1,1,3,0,3
39,5,8,0,9,1,0,0,1,1,1
64746,4,1,8,6,3,6,7,9,9,8
91452,7,7,4,7,6,7,2,3,0,3
84320,5,9,0,9,1,0,0,1,1,1
65057,4,9,2,1,9,6,9,9,7,8
55331,1,3,7,4,4,9,3,6,6,7
22985,1,3,7,4,4,9,3,6,6,7
47,5,3,0,9,1,0,0,1,1,1
48,6,1,8,6,5,3,7,4,9,6
50,4,1,0,6,3,6,7,9,9,8
55856,4,3,7,4,4,9,3,6,6,7
10965,5,8,0,1,1,0,0,1,1,1
11332,1,3,7,4,4,9,3,6,6,7
10005,4,8,0,4,3,6,7,9,1,8
23597,2,7,1,3,5,4,4,3,2,2
51,5,8,0,9,1,0,0,1,1,1
52,4,9,0,9,1,6,0,1,1,1
53,1,3,7,4,4,9,3,6,6,7
2181,5,9,2,9,9,0,9,1,1,1
2182,0,7,1,3,2,2,4,5,2,5
79611,5,9,0,9,1,0,0,1,1,1
60,1,3,7,4,4,9,3,6,6,7
71,4,1,9,6,3,6,7,9,9,8
86,5,8,0,1,1,0,0,1,1,1
87,5,9,2,0,9,0,0,1,4,1
81,5,9,2,0,9,0,3,1,4,1
