,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
39,ALL,150,250,0.9535588908396675,"0.9639083898915832
",0.9587336403656254
73,ALL,250,250,0.9610692410724075,"0.9548357778303459
",0.9579525094513768
7,ALL,100,250,0.94295637255495,"0.9713485858857358
",0.957152479220343
31,ALL,125,250,0.9483038951316977,"0.9652303435532936
",0.9567671193424956
55,ALL,200,250,0.9562052832453255,"0.9567023441694971
",0.9564538137074112
47,ALL,175,250,0.9549758396643185,"0.9577946504489767
",0.9563852450566477
38,ALL,150,200,0.9555565330721127,"0.9490436395207351
",0.9523000862964239
30,ALL,125,200,0.9504825526276257,"0.952428627715436
",0.9514555901715309
131,ALL,75,250,0.9294427569062483,"0.973001620448358
",0.9512221886773031
46,ALL,175,200,0.9589555466123116,"0.9404194204907654
",0.9496874835515385
6,ALL,100,200,0.943565644303513,"0.9555081303830938
",0.9495368873433034
29,ALL,125,175,0.9526524342426235,"0.9438117555058306
",0.9482320948742271
4,ALL,100,175,0.9421871372301727,"0.9517555641803163
",0.9469713507052444
37,ALL,150,175,0.9559649232035994,"0.93785135131225
",0.9469081372579247
72,ALL,250,200,0.9625860184788763,"0.9307050281291259
",0.9466455233040011
54,ALL,200,200,0.9591453781817806,"0.9328976984909372
",0.9460215383363588
52,ALL,200,150,0.9641632425362024,"0.9250783117728366
",0.9446207771545195
45,ALL,175,175,0.9583908532137362,"0.9303642304659904
",0.9443775418398632
130,ALL,75,200,0.9319178794465406,"0.955791812443551
",0.9438548459450458
3,ALL,100,150,0.9474478685565827,"0.9386964726385035
",0.9430721705975431
129,ALL,75,175,0.9322203539505406,"0.9537908703916246
",0.9430056121710826
71,ALL,250,175,0.964608294465389,"0.9197767514622215
",0.9421925229638053
44,ALL,175,150,0.9603561589962152,"0.9225384449043635
",0.9414473019502894
28,ALL,125,150,0.9540710736951047,"0.9272629243317612
",0.9406669990134329
128,ALL,75,150,0.9336301171149738,"0.9476228592767064
",0.9406264881958402
53,ALL,200,175,0.9602812321406626,"0.9161464742679296
",0.9382138532042961
127,ALL,75,125,0.9358107273431416,"0.9393593454230269
",0.9375850363830842
35,ALL,150,125,0.9592288416368608,"0.9155016130429575
",0.9373652273399091
43,ALL,175,125,0.9608852148855704,"0.9116582780605567
",0.9362717464730635
36,ALL,150,150,0.9580777628930631,"0.9140241911843284
",0.9360509770386958
70,ALL,250,150,0.9647286974689858,"0.9064448795932782
",0.935586788531132
27,ALL,125,125,0.9556070472004399,"0.914733277838406
",0.9351701625194229
51,ALL,200,125,0.9644220553995099,"0.9041128566404675
",0.9342674560199886
2,ALL,100,125,0.9483132415115878,"0.9197532890363489
",0.9340332652739683
69,ALL,250,125,0.9671833192638373,"0.8992871806885931
",0.9332352499762152
26,ALL,125,100,0.9570472442856496,"0.9074186887715722
",0.9322329665286109
33,ALL,125,75,0.9588246132026482,"0.9053731918096117
",0.9320989025061299
1,ALL,100,100,0.9488984160965418,"0.9150131679915985
",0.9319557920440702
68,ALL,250,100,0.9682988882870814,"0.8954763139119742
",0.9318876010995278
126,ALL,75,100,0.9354172868551037,"0.92779213238609
",0.9316047096205968
13,ALL,100,75,0.9507610668893963,"0.9118137462574923
",0.9312874065734443
145,ALL,90,100,0.9454249914286766,"0.9170788094608455
",0.931251900444761
34,ALL,150,100,0.9606320307127685,"0.9018019261716346
",0.9312169784422015
14,ALL,100,80,0.9500504043759093,"0.9123443762769474
",0.9311973903264283
50,ALL,200,100,0.9673652421065221,"0.8949034989244802
",0.9311343705155011
135,ALL,80,100,0.9394964553140154,"0.9213980288019122
",0.9304472420579638
42,ALL,175,100,0.9649346092409486,"0.894522649241018
",0.9297286292409833
41,ALL,150,75,0.9633827713417898,"0.8957554930825745
",0.9295691322121822
133,ALL,75,75,0.9381825989711008,"0.9207358670000666
",0.9294592329855837
142,ALL,80,80,0.9401819676928088,"0.9185211561774231
",0.929351561935116
143,ALL,80,90,0.9382090720113134,"0.9204168728034541
",0.9293129724073838
12,ALL,100,70,0.9507035574838824,"0.9078533361390863
",0.9292784468114843
49,ALL,175,75,0.9667103468614376,"0.89127014080555
",0.9289902438334938
15,ALL,100,90,0.9489528030870071,"0.9089610470416558
",0.9289569250643315
117,ALL,70,100,0.9322291083198782,"0.9251420632134402
",0.9286855857666592
74,ALL,250,50,0.9729921669576134,"0.8841731124166161
",0.9285826396871147
57,ALL,200,75,0.9686442518106595,"0.8882027248422257
",0.9284234883264426
153,ALL,90,90,0.9453318927599428,"0.9112212607511756
",0.9282765767555592
125,ALL,70,90,0.9343361093728514,"0.9211107918284425
",0.9277234506006469
107,ALL,60,100,0.9218748222872543,"0.933535449890108
",0.9277051360886811
152,ALL,90,80,0.9457651565798781,"0.9088871048504867
",0.9273261307151824
48,ALL,175,50,0.9683378483717262,"0.8855114186783132
",0.9269246335250196
75,ALL,250,75,0.9709944041077658,"0.8826224593494857
",0.9268084317286258
123,ALL,70,70,0.9364283505215788,"0.9163671158706528
",0.9263977331961157
11,ALL,100,60,0.9513209596336577,"0.9011719955813782
",0.9262464776075179
151,ALL,90,70,0.9467684249693684,"0.9055924114469359
",0.9261804182081521
56,ALL,200,50,0.9709139665696187,"0.880930320743407
",0.9259221436565128
150,ALL,90,60,0.9448203319105707,"0.905737451898899
",0.9252788919047348
32,ALL,125,50,0.9603390610216919,"0.8900761640132014
",0.9252076125174467
141,ALL,80,70,0.9412767125811534,"0.9080592841010656
",0.9246679983411095
122,ALL,70,60,0.9344965991176822,"0.9132067981799562
",0.9238516986488192
10,ALL,100,50,0.9527044655700297,"0.8949615625041296
",0.9238330140370796
115,ALL,60,90,0.9228827231153154,"0.9233200517843873
",0.9231013874498513
149,ALL,90,50,0.9472222814678939,"0.8987380651214022
",0.9229801732946481
40,ALL,150,50,0.9664546498904026,"0.8786006677325641
",0.9225276588114834
140,ALL,80,60,0.9398060698385338,"0.9050515906767591
",0.9224288302576464
124,ALL,70,80,0.9318893298019271,"0.9127226190241923
",0.9223059744130597
139,ALL,80,50,0.9434107962937268,"0.9003579204956919
",0.9218843583947094
97,ALL,50,100,0.9092709173521685,"0.934077455631322
",0.9216741864917453
114,ALL,60,80,0.9220870916825693,"0.9197250867262653
",0.9209060892044173
132,ALL,75,50,0.9372025097309654,"0.9043849259850489
",0.9207937178580072
113,ALL,60,70,0.925006111467178,"0.9159220407583141
",0.920464076112746
9,ALL,100,40,0.9524928507772509,"0.8880344589584163
",0.9202636548678336
148,ALL,90,40,0.9457585551103753,"0.8946435162843288
",0.920201035697352
105,ALL,50,90,0.9097218046566679,"0.9300978489824784
",0.9199098268195731
121,ALL,70,50,0.9338156259453845,"0.9037971803627916
",0.918806403154088
138,ALL,80,40,0.9416490127140725,"0.895857637583872
",0.9187533251489723
112,ALL,60,60,0.9238874982702001,"0.9129420756557353
",0.9184147869629677
104,ALL,50,80,0.9091393808481708,"0.9260810342438537
",0.9176102075460122
111,ALL,60,50,0.9240859818373196,"0.9083794632686728
",0.9162327225529963
120,ALL,70,40,0.9348709954223456,"0.8971807762166021
",0.9160258858194739
103,ALL,50,70,0.9043713370094468,"0.9227818379505013
",0.9135765874799741
102,ALL,50,60,0.9095833400265267,"0.915565601477698
",0.9125744707521124
8,ALL,100,30,0.9534996940651358,"0.8712903445613575
",0.9123950193132466
147,ALL,90,30,0.9490184768009503,"0.8743883327768252
",0.9117034047888877
87,ALL,40,100,0.8844307282352937,"0.9382066056219422
",0.911318666928618
110,ALL,60,40,0.9217442468268817,"0.8979090594009679
",0.9098266531139247
101,ALL,50,50,0.9089897396831353,"0.9085368274191409
",0.9087632835511381
137,ALL,80,30,0.9426651241422707,"0.8745693963475288
",0.9086172602448997
94,ALL,40,80,0.8873619625309539,"0.9297447276207281
",0.908553345075841
95,ALL,40,90,0.8845749539058595,"0.9324085424571311
",0.9084917481814954
119,ALL,70,30,0.9360881436406573,"0.8748511824543935
",0.9054696630475254
93,ALL,40,70,0.8847604040553835,"0.9223263350932123
",0.9035433695742978
92,ALL,40,60,0.8833238542409373,"0.9194463815441232
",0.9013851178925303
100,ALL,50,40,0.9092628417148126,"0.8934628111673745
",0.9013628264410936
109,ALL,60,30,0.9236505012295,"0.8764094193360041
",0.9000299602827521
77,ALL,30,100,0.8551802897864894,"0.9404281892764582
",0.8978042395314738
91,ALL,40,50,0.8865369384179839,"0.9085856482248728
",0.8975612933214283
85,ALL,30,90,0.8571229178025243,"0.9346877157028747
",0.8959053167526995
90,ALL,40,40,0.8876552764743646,"0.8993514061175838
",0.8935033412959742
99,ALL,50,30,0.9105032903555433,"0.8764288528605988
",0.8934660716080711
84,ALL,30,80,0.858895525189189,"0.9272041497696465
",0.8930498374794178
5,ALL,100,20,0.9556451864232797,"0.8277350760321566
",0.8916901312277181
82,ALL,30,60,0.8567684106732405,"0.9200850809199406
",0.8884267457965905
146,ALL,90,20,0.9500201230200354,"0.8264906194746735
",0.8882553712473544
83,ALL,30,70,0.8514856164134786,"0.9231484679818276
",0.8873170421976531
136,ALL,80,20,0.943777753309749,"0.8280580991302174
",0.8859179262199832
59,ALL,20,100,0.8259623807783293,"0.9396307037849413
",0.8827965422816353
66,ALL,20,80,0.8316751377865277,"0.9326448256770731
",0.8821599817318004
89,ALL,40,30,0.8882091323794579,"0.8757235581139016
",0.8819663452466797
118,ALL,70,20,0.9343482828136973,"0.8282135673270445
",0.8812809250703709
81,ALL,30,50,0.8539080888855738,"0.9073174922471936
",0.8806127905663836
17,ALL,10,100,0.8169660332589916,"0.9409424666959615
",0.8789542499774765
67,ALL,20,90,0.8261791835051018,"0.9310797159636168
",0.8786294497343593
80,ALL,30,40,0.8567730274647536,"0.8986875853562992
",0.8777303064105264
108,ALL,60,20,0.9252440943272481,"0.829042573047492
",0.87714333368737
65,ALL,20,70,0.8170009822644775,"0.928526340425568
",0.8727636613450227
25,ALL,10,90,0.8068314539674425,"0.9352529468759052
",0.8710422004216738
98,ALL,50,20,0.9117760382785378,"0.8292079950009095
",0.8704920166397236
22,ALL,10,60,0.8185675650980951,"0.9176888325382574
",0.8681281988181763
64,ALL,20,60,0.8145214457041281,"0.9211489478950692
",0.8678351967995986
23,ALL,10,70,0.8116073902274955,"0.9224791963539207
",0.8670432932907082
79,ALL,30,30,0.8535168573640269,"0.8794555058210868
",0.8664861815925569
20,ALL,10,40,0.8323087218497659,"0.8978950767430953
",0.8651018992964306
