,0,1,2,3,4,5,6,7,8,9
8086,7,2,6,1,1,1,3,5,6,8
51166,0,1,0,0,0,0,1,0,1,1
195827,0,1,0,0,0,0,1,0,1,1
79719,2,6,7,4,6,6,9,3,7,3
22848,5,6,7,6,9,2,9,4,9,3
28971,7,2,4,1,1,1,2,5,6,0
14,2,6,1,4,6,6,4,9,9,3
16,0,1,0,0,0,0,1,0,1,1
132949,2,6,1,2,5,2,4,3,7,3
60496,7,4,4,8,4,1,3,7,4,0
10157,6,3,9,3,2,3,6,7,4,4
26574,5,0,7,6,9,8,9,4,9,5
18,0,1,0,0,0,0,1,0,1,1
23461,5,6,1,2,6,9,4,8,3,3
22,5,0,7,6,9,2,9,3,7,5
10057,0,1,0,0,0,0,1,0,1,1
5825,5,6,1,6,5,2,4,4,9,3
5826,5,0,7,6,9,6,9,4,9,3
6059,2,6,1,4,5,6,4,9,9,3
23,2,9,2,4,1,6,5,3,8,7
10061,5,0,7,6,9,2,9,3,7,5
25864,0,1,0,0,0,0,1,0,1,1
11057,9,6,3,7,8,4,8,2,0,7
10006,0,1,0,0,0,0,1,0,1,1
10152,2,6,1,6,5,2,4,3,7,3
25,5,0,7,2,9,8,9,3,7,5
3983,8,6,1,5,5,8,4,9,9,3
29,8,6,1,4,6,9,4,8,3,3
29777,8,9,1,5,1,5,2,9,8,7
30,0,1,0,0,0,0,1,0,1,1
10449,0,1,0,0,0,8,1,0,1,1
80724,2,6,1,2,6,6,4,9,8,3
34,0,1,0,0,0,0,1,0,1,1
36,5,1,7,0,0,8,9,0,1,1
37,5,0,7,2,6,6,9,3,9,5
23527,0,1,0,0,0,0,1,0,1,1
38,2,6,1,2,6,6,4,3,8,3
39,0,1,0,0,0,0,1,0,1,1
64746,0,1,0,0,0,0,1,0,1,1
91452,0,1,0,0,0,0,1,0,1,1
84320,0,0,0,0,0,8,1,0,1,5
65057,4,0,7,6,9,8,9,4,9,5
55331,0,1,0,0,0,0,1,0,1,1
22985,5,0,7,6,9,2,9,3,7,5
47,8,6,1,5,5,6,4,9,9,3
48,1,7,5,3,2,3,7,6,5,4
50,5,0,7,6,9,8,9,3,7,5
55856,5,0,7,0,9,8,9,4,7,5
10965,4,1,7,6,9,8,9,4,9,1
11332,2,9,1,5,5,5,4,9,8,7
10005,5,6,1,6,9,8,4,4,9,3
23597,5,0,7,6,9,8,9,3,9,3
51,0,1,0,0,0,0,1,0,1,1
52,5,0,7,2,9,8,9,3,7,5
53,0,1,0,0,0,0,1,0,1,1
2181,5,1,0,0,0,8,1,0,1,1
2182,3,8,5,1,3,1,3,7,6,6
79611,2,0,7,6,9,2,9,3,7,5
60,0,1,0,0,0,0,1,0,1,1
71,5,0,7,6,9,2,9,3,7,5
86,5,0,7,6,9,8,9,4,9,5
87,0,1,0,0,0,8,1,0,1,1
81,5,0,7,6,9,8,9,3,7,5
55860,8,9,1,4,5,5,4,9,8,7
10121,7,9,4,8,1,5,2,1,8,6
10120,0,1,0,0,0,0,1,0,1,1
10097,0,1,0,0,0,0,1,0,1,1
10096,2,6,1,4,5,2,5,3,7,3
64431,0,1,0,0,0,0,1,0,1,1
93973,5,0,7,6,9,8,9,3,7,5
91,7,9,4,8,3,1,0,5,4,6
92,5,1,7,6,9,8,9,4,1,1
93,2,6,1,2,6,6,4,9,8,3
97,0,1,0,0,0,0,1,0,1,1
98,0,1,0,0,0,0,1,0,1,1
161823,8,6,1,4,6,9,4,8,3,7
102,2,6,7,6,9,8,9,3,7,3
6868,5,0,7,6,9,8,9,4,9,5
8754,8,9,4,5,5,5,2,9,8,7
9510,0,0,0,0,0,8,1,0,1,5
103,5,1,7,0,9,8,9,4,1,1
23536,0,1,0,0,0,0,1,0,1,1
118,5,0,7,6,9,2,9,4,9,5
120,0,1,0,0,0,0,1,0,1,1
166647,0,1,0,0,0,0,1,0,1,1
57211,5,1,0,0,0,8,9,0,1,1
22859,5,1,7,0,0,8,9,0,1,1
23266,7,2,4,8,4,5,2,1,8,8
23284,5,0,7,6,9,8,9,4,9,5
84059,8,6,1,5,5,2,4,9,8,3
128,0,1,0,0,0,0,1,0,1,1
55256,0,1,0,0,0,0,1,0,1,1
51094,5,0,7,2,9,8,9,3,7,5
79602,7,9,2,8,1,6,5,1,2,0
132,0,1,0,0,0,8,1,0,1,1
23394,4,6,1,2,5,5,5,9,8,3
22850,0,1,0,0,0,0,1,0,1,1
84890,0,1,0,0,0,0,1,0,1,1
83440,0,1,0,0,0,0,1,0,1,1
11047,5,0,7,6,9,8,9,4,9,5
158,4,6,1,5,5,2,4,9,8,3
159,5,0,7,0,9,8,1,3,7,5
121536,5,0,7,6,9,8,9,4,1,5
166,0,1,0,0,0,0,1,0,1,1
60312,0,1,0,0,0,0,1,0,1,1
4301,2,6,1,5,5,8,4,9,8,3
3899,0,1,0,0,0,0,1,0,1,1
27125,0,1,0,0,0,8,1,4,1,1
172,8,6,1,5,5,5,4,9,8,3
10939,0,1,0,0,0,0,1,0,1,1
54812,8,6,1,5,5,2,4,9,7,3
175,0,0,0,0,0,8,1,0,7,5
116987,8,6,1,4,6,9,4,8,3,3
60509,5,1,0,0,0,8,1,0,1,1
3267,1,5,9,3,2,7,7,6,5,9
55109,7,8,4,1,3,3,3,7,6,8
178,8,9,4,5,4,5,2,9,8,7
26523,5,0,7,6,9,2,9,4,9,5
27161,8,6,1,6,5,2,4,9,9,3
192669,0,6,0,0,0,0,1,0,1,3
192670,5,6,1,2,9,8,9,4,9,3
10554,0,1,0,0,0,0,1,0,1,1
56895,0,1,0,0,0,0,1,0,1,1
55326,5,0,7,6,9,8,9,4,9,5
8540,0,1,0,0,0,0,1,0,1,1
23287,8,9,1,5,5,5,4,9,8,7
57085,0,1,0,0,0,0,1,0,1,1
25909,0,1,0,0,0,0,1,0,1,1
191,7,9,4,5,4,5,2,1,8,6
10768,0,0,0,0,0,8,1,3,7,5
54806,5,0,7,0,9,8,9,3,7,5
10598,5,0,7,0,9,8,9,0,1,5
130872,0,1,0,0,0,0,1,0,1,1
9131,6,4,6,1,3,1,3,1,6,0
51390,7,8,6,1,3,1,0,1,6,6
9255,0,0,0,0,0,8,1,0,1,5
7965,7,4,4,8,4,5,2,1,4,0
9049,5,0,7,6,9,8,9,4,9,5
84962,7,9,4,5,1,5,2,1,8,0
