,0,1,2,3,4,5,6,7,8,9
8086,44,37,34,31,55,6,18,1,6,2
51166,44,7,34,37,11,35,57,41,6,2
195827,57,1,53,24,11,39,10,59,24,1
79719,48,54,19,30,49,10,8,6,17,11
22848,23,35,30,35,21,57,6,36,57,24
28971,20,43,20,48,34,50,56,15,53,23
14,36,7,36,24,30,19,10,59,2,31
16,16,7,15,0,1,18,2,39,24,46
132949,28,17,52,10,55,41,10,53,1,5
60496,27,35,11,51,35,26,15,13,28,38
10157,38,46,52,14,47,28,24,39,24,28
26574,24,13,51,20,49,10,12,0,46,35
18,4,45,49,12,2,5,48,48,54,19
23461,2,54,55,10,52,10,8,34,26,49
10351,8,24,16,43,45,30,26,38,6,59
22,17,38,14,10,58,38,43,18,43,9
10057,34,50,40,16,11,35,13,59,58,59
5825,16,2,14,54,7,36,24,19,20,53
5826,45,59,46,27,49,47,8,35,13,53
6059,26,44,55,21,58,51,41,5,32,47
23,52,37,41,31,39,53,35,8,52,8
10061,9,42,34,43,11,28,57,41,38,2
9619,31,31,37,14,11,55,2,11,43,9
25864,34,20,37,16,8,31,13,17,58,34
11057,26,46,0,24,8,20,10,39,34,46
10006,26,46,52,14,47,37,10,2,34,47
10152,6,28,7,7,46,19,1,46,2,31
25,22,21,17,8,3,13,32,19,16,50
3983,56,46,45,31,55,39,11,2,26,46
29,20,17,20,4,34,50,56,53,53,15
29777,34,24,40,16,8,16,20,17,58,15
30,43,15,55,21,57,51,25,37,32,57
10449,1,15,52,24,37,18,10,39,1,5
80724,22,30,43,27,10,36,14,44,16,49
34,45,26,10,9,16,56,30,16,29,7
36,2,3,5,6,33,52,28,9,30,0
37,32,6,26,34,22,7,43,18,7,9
23527,12,12,22,11,4,30,7,23,38,22
38,2,46,53,10,28,58,14,34,26,11
39,42,3,0,6,33,17,28,39,30,0
64746,49,40,51,49,54,52,55,49,4,37
91452,28,43,50,48,30,2,56,11,2,13
84320,44,42,45,43,59,28,57,41,6,40
65057,56,48,37,45,59,35,57,11,6,45
55331,44,17,0,43,55,35,57,41,6,40
22985,43,0,14,3,37,10,14,19,20,47
47,45,3,25,22,20,12,23,56,4,37
48,19,32,57,56,25,19,36,54,2,42
50,8,29,50,56,55,35,2,1,3,42
55856,46,54,7,13,57,37,11,59,3,46
10965,44,42,37,37,59,1,13,41,19,40
11332,56,17,15,4,46,2,18,24,34,13
10005,43,59,8,26,28,3,51,14,20,11
23597,30,28,58,28,14,34,0,26,42,0
51,36,19,37,19,30,1,36,11,8,13
52,6,28,48,7,25,19,40,26,39,43
53,24,13,19,58,10,46,23,0,16,10
2181,51,58,10,47,43,22,12,16,16,26
2182,57,5,3,4,46,41,41,53,34,46
79611,44,1,34,37,4,30,7,23,38,22
60,34,17,40,16,8,35,13,17,58,34
71,42,32,2,56,38,18,1,3,24,5
86,48,2,14,10,58,36,41,14,20,26
87,37,40,28,27,0,56,44,27,18,7
81,24,52,42,58,5,27,12,56,4,10
55860,13,40,28,49,51,40,44,49,5,41
10121,45,26,43,27,28,43,50,33,16,26
10120,38,1,52,56,12,24,1,59,24,28
10097,0,42,37,43,59,1,13,41,6,34
10096,10,52,4,58,43,4,12,16,4,10
64431,54,47,14,30,49,10,12,6,13,11
93973,46,44,36,24,14,18,1,11,39,1
91,44,46,52,0,15,39,42,24,24,40
92,47,51,7,7,14,19,52,54,2,42
93,57,29,8,24,47,20,26,20,19,15
97,40,21,12,18,3,13,32,52,59,50
98,2,10,5,6,13,43,12,9,39,0
161823,6,17,58,7,25,34,52,46,42,43
102,38,42,16,45,11,28,18,1,6,2
6868,28,51,57,43,30,2,36,54,19,31
8754,42,47,45,4,58,39,11,24,3,45
9510,34,20,24,16,17,31,13,17,58,25
11174,26,31,52,14,38,55,2,39,24,5
56999,31,6,29,34,38,38,43,50,7,9
92949,45,59,43,20,16,4,27,16,4,4
103,46,41,55,10,7,46,14,47,14,48
23536,34,43,40,48,8,16,56,17,53,15
116,9,43,3,56,11,35,39,11,2,13
118,28,46,14,28,25,58,1,10,19,13
120,44,19,37,45,59,2,57,41,6,59
166647,57,51,7,7,46,13,1,53,2,31
9289,47,17,7,45,30,11,2,54,41,42
57211,12,12,22,11,4,30,7,23,38,22
22859,30,29,57,28,15,18,52,10,0,1
23266,46,44,36,4,52,18,25,14,20,48
23284,0,12,22,11,4,30,7,23,38,22
84059,45,36,51,17,54,43,30,27,33,37
128,47,32,48,7,25,49,40,26,2,21
55256,44,0,0,37,12,55,18,41,38,40
51094,36,51,58,28,14,49,52,26,39,43
79602,48,10,2,2,12,20,26,35,3,11
132,42,1,34,37,12,6,18,1,24,13
23394,10,26,55,8,49,43,5,33,13,26
22850,46,47,15,13,38,18,2,10,8,42
84890,26,7,57,43,30,30,2,41,34,13
83440,44,12,22,11,55,30,18,41,38,2
11047,39,41,2,33,57,51,25,5,32,49
158,38,1,40,45,47,1,26,24,19,2
159,1,54,14,10,1,47,24,19,26,47
121536,51,49,43,8,20,12,12,37,18,4
166,54,59,14,54,47,43,50,19,46,53
60312,36,44,37,56,30,2,1,11,3,31
4301,40,40,28,18,3,40,32,52,59,50
3899,36,2,5,28,46,17,40,46,41,0
27125,18,33,41,38,29,45,35,8,12,29
172,22,26,4,10,49,43,12,35,13,26
10939,39,30,55,33,57,10,8,5,14,48
54812,25,58,17,54,37,47,10,19,17,53
175,8,19,16,43,11,35,57,1,3,59
116987,9,5,37,43,12,55,26,11,8,40
60509,47,17,49,56,47,17,48,24,54,19
3267,54,0,53,54,37,20,11,39,20,5
55109,26,44,45,24,12,28,48,39,24,47
178,51,36,5,20,0,46,9,9,29,4
26523,19,44,15,21,58,28,2,2,1,47
27161,5,18,1,1,19,48,23,42,15,44
192669,33,23,31,20,43,25,58,55,29,56
192670,46,41,55,33,46,58,24,47,0,48
10554,40,21,12,4,15,13,32,52,59,47
56894,38,31,14,24,22,20,11,39,50,5
56895,0,20,40,16,17,1,13,17,58,34
55326,48,3,5,6,33,17,28,9,30,0
8540,12,12,22,11,4,30,7,41,38,22
23287,12,42,22,11,4,30,57,1,38,2
57085,38,1,16,43,45,35,57,11,41,59
25909,44,1,15,43,59,6,57,41,6,2
191,9,41,55,21,58,51,25,47,32,48
10768,16,2,52,0,1,39,14,14,37,47
54806,12,12,22,11,4,30,7,23,38,22
10598,6,28,58,28,25,34,52,26,42,21
130872,56,45,52,14,47,5,48,39,50,19
9131,46,30,55,33,58,51,25,47,32,48
51390,12,12,22,11,4,30,7,23,38,22
9255,42,46,52,0,47,28,26,24,1,1
7965,44,7,37,43,15,1,26,11,6,2
9049,44,42,34,43,11,30,7,41,38,2
84962,1,3,53,0,14,17,28,5,30,57
204,44,19,37,43,11,28,57,41,6,42
50808,46,41,55,13,57,58,25,5,14,49
205,26,32,45,14,58,24,10,24,3,31
102157402,42,44,7,56,15,58,11,53,34,13
221264,38,47,0,56,38,2,36,2,34,13
11216,1,29,53,14,37,20,0,39,1,5
11215,9,24,7,45,45,16,56,38,19,15
9590,43,30,55,33,28,51,8,6,14,48
