,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
73,ALL,250,250,0.9644851286053141,"0.973092521391126
",0.96878882499822
55,ALL,200,250,0.9615046245087138,"0.9719548573372245
",0.9667297409229691
47,ALL,175,250,0.960492992026681,"0.9716955312212392
",0.9660942616239601
39,ALL,150,250,0.957758333696374,"0.97335989159647
",0.965559112646422
31,ALL,125,250,0.9538020115142153,"0.9737084687981876
",0.9637552401562015
7,ALL,100,250,0.9476412673050156,"0.9789620251953787
",0.9633016462501971
46,ALL,175,200,0.9630162997074002,"0.9549776154065117
",0.9589969575569559
38,ALL,150,200,0.9583866889604253,"0.9585572351317956
",0.9584719620461104
131,ALL,75,250,0.9359541458328731,"0.9794848909979799
",0.9577195184154265
30,ALL,125,200,0.9543753115579171,"0.9585449774719649
",0.956460144514941
6,ALL,100,200,0.9485766914577641,"0.9619349865215919
",0.955255838989678
72,ALL,250,200,0.9649467209189767,"0.9448734731793434
",0.9549100970491601
37,ALL,150,175,0.9607361265415771,"0.947833698030854
",0.9542849122862156
54,ALL,200,200,0.9638238978339975,"0.9430635530935717
",0.9534437254637846
130,ALL,75,200,0.9374308145295258,"0.9672341260913465
",0.9523324703104361
29,ALL,125,175,0.9567633710699778,"0.9478731523735033
",0.9523182617217405
45,ALL,175,175,0.9634983456390008,"0.9395877404251121
",0.9515430430320564
53,ALL,200,175,0.9654776783953027,"0.9358736694934777
",0.9506756739443902
129,ALL,75,175,0.93631241476306,"0.9589096428523367
",0.9476110288076984
4,ALL,100,175,0.949013769655051,"0.9420170553848174
",0.9455154125199342
3,ALL,100,150,0.950561402719189,"0.9392518039352431
",0.944906603327216
36,ALL,150,150,0.9620156474080165,"0.9273067144207808
",0.9446611809143987
71,ALL,250,175,0.967953593391132,"0.919079909408441
",0.9435167513997864
28,ALL,125,150,0.9563177312645554,"0.9300539624325004
",0.9431858468485279
128,ALL,75,150,0.936591452304062,"0.9493027019524901
",0.9429470771282761
70,ALL,250,150,0.9686254287724125,"0.9126021192347209
",0.9406137740035667
2,ALL,100,125,0.950619426159634,"0.9300394064615569
",0.9403294163105955
44,ALL,175,150,0.963906484488093,"0.9149241796707909
",0.939415332079442
35,ALL,150,125,0.9627363496998038,"0.9151233666432835
",0.9389298581715437
52,ALL,200,150,0.9667494761510358,"0.9094143615725296
",0.9380819188617827
127,ALL,75,125,0.9371514001417413,"0.9376747793865073
",0.9374130897641243
43,ALL,175,125,0.9671240686945602,"0.9041313101814462
",0.9356276894380032
51,ALL,200,125,0.9678307849641933,"0.900750494376701
",0.9342906396704471
27,ALL,125,125,0.9579664170729935,"0.9097591082557062
",0.9338627626643499
1,ALL,100,100,0.9528057041025325,"0.9101632279785978
",0.9314844660405652
69,ALL,250,125,0.9693246374535591,"0.8932771523927387
",0.9313008949231489
126,ALL,75,100,0.9389899825253444,"0.921596560194716
",0.9302932713600303
135,ALL,80,100,0.9429571242046952,"0.916826798309327
",0.9298919612570111
14,ALL,100,80,0.9517626786318516,"0.9048587256827666
",0.9283107021573092
145,ALL,90,100,0.9485114193139196,"0.9064679265886355
",0.9274896729512776
153,ALL,90,90,0.9476078893371874,"0.907098046914818
",0.9273529681260027
26,ALL,125,100,0.9587318205665507,"0.8959002915987162
",0.9273160560826335
143,ALL,80,90,0.9429525861110651,"0.9114295974609198
",0.9271910917859925
42,ALL,175,100,0.967362475737145,"0.8864143950897273
",0.9268884354134361
33,ALL,125,75,0.9604584076408974,"0.892547438580609
",0.9265029231107532
13,ALL,100,75,0.9521400410891226,"0.9008435759813174
",0.9264918085352201
34,ALL,150,100,0.9636508930138811,"0.8880109552839571
",0.9258309241489191
125,ALL,70,90,0.934797304588334,"0.9164832007819895
",0.9256402526851617
117,ALL,70,100,0.9363830947432072,"0.9148111793693591
",0.9255971370562832
12,ALL,100,70,0.9531914751346339,"0.8963634013096828
",0.9247774382221583
15,ALL,100,90,0.9530673161859596,"0.8960807090295726
",0.9245740126077662
115,ALL,60,90,0.9256527647797987,"0.9229115772645009
",0.9242821710221498
107,ALL,60,100,0.9230607518925573,"0.9254504450589206
",0.924255598475739
124,ALL,70,80,0.9368502390009131,"0.9114269160978438
",0.9241385775493784
152,ALL,90,80,0.9472036656073145,"0.8996059353892829
",0.9234048004982987
150,ALL,90,60,0.9489395788227035,"0.8963561233241802
",0.9226478510734419
151,ALL,90,70,0.9480554956319828,"0.896149658366199
",0.9221025769990909
97,ALL,50,100,0.9102517057763126,"0.9333244592988643
",0.9217880825375885
