,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
41,ALL,150,75,0.967888766315034,"0.9133733125287324
",0.9406310394218832
34,ALL,150,100,0.9675333562669316,"0.9135747205705486
",0.9405540384187401
68,ALL,250,100,0.974566610840894,"0.9052582014821783
",0.9399124061615362
56,ALL,200,50,0.9738213201125151,"0.905660654668467
",0.9397409873904911
15,ALL,100,90,0.9549252879096577,"0.9243997677471096
",0.9396625278283837
74,ALL,250,50,0.9763773317226764,"0.9016740455815195
",0.939025688652098
42,ALL,175,100,0.9692571868465699,"0.9085954057208088
",0.9389262962836893
75,ALL,250,75,0.9759494403349123,"0.9015860429686714
",0.9387677416517919
145,ALL,90,100,0.9510142793283434,"0.9252812454651739
",0.9381477623967587
48,ALL,175,50,0.9717568684886072,"0.9042250326623742
",0.9379909505754906
153,ALL,90,90,0.9502963655702277,"0.9255494266235423
",0.9379228960968851
40,ALL,150,50,0.9687453343421372,"0.9052533023676964
",0.9369993183549168
13,ALL,100,75,0.9536331135038864,"0.9200110683713334
",0.9368220909376099
125,ALL,70,90,0.9375009923490325,"0.9360895993625735
",0.936795295855803
135,ALL,80,100,0.9447239388512998,"0.9285210117592512
",0.9366224753052754
12,ALL,100,70,0.9545341351102243,"0.9186062926419152
",0.9365702138760698
143,ALL,80,90,0.9459699215647883,"0.9269182755131093
",0.9364440985389488
1,ALL,100,100,0.9546298228071763,"0.9180156771679636
",0.9363227499875699
32,ALL,125,50,0.963453880877612,"0.9075932646263571
",0.9355235727519846
11,ALL,100,60,0.954760124804454,"0.9160700029046814
",0.9354150638545677
151,ALL,90,70,0.9497404524216422,"0.9208431920467536
",0.9352918222341979
152,ALL,90,80,0.9503287647105977,"0.9194990201785652
",0.9349138924445815
126,ALL,75,100,0.9401562704169908,"0.9289717302960431
",0.934564000356517
117,ALL,70,100,0.9384959813446954,"0.93036053854105
",0.9344282599428727
141,ALL,80,70,0.945730135636136,"0.9208729496313118
",0.9333015426337239
133,ALL,75,75,0.9401083866591614,"0.9262271374669174
",0.9331677620630394
140,ALL,80,60,0.9473518927485391,"0.9189483234156204
",0.9331501080820798
150,ALL,90,60,0.951491463504972,"0.9147349034708364
",0.9331131834879043
10,ALL,100,50,0.9548684354630868,"0.9103070111788154
",0.9325877233209511
142,ALL,80,80,0.9449532144447205,"0.9197298229075601
",0.9323415186761403
124,ALL,70,80,0.9375038515461035,"0.9261639933240843
",0.9318339224350939
149,ALL,90,50,0.9498123597141969,"0.9092079764858257
",0.9295101681000113
123,ALL,70,70,0.937831084025504,"0.9193600304848544
",0.9285955572551792
122,ALL,70,60,0.9378306419784697,"0.9178619901307064
",0.927846316054588
114,ALL,60,80,0.9263838455684545,"0.9285917767469144
",0.9274878111576845
107,ALL,60,100,0.92729867691682,"0.9275952605617037
",0.9274469687392619
115,ALL,60,90,0.9265829709478139,"0.9280158586165497
",0.9272994147821818
113,ALL,60,70,0.928329710118181,"0.9259404485425552
",0.9271350793303681
148,ALL,90,40,0.9524725414555324,"0.9011817752956092
",0.9268271583755707
139,ALL,80,50,0.9458055860739767,"0.9078347728278501
",0.9268201794509134
132,ALL,75,50,0.940669179538453,"0.911822833504239
",0.926246006521346
9,ALL,100,40,0.9562457227670855,"0.8958003701570221
",0.9260230464620538
97,ALL,50,100,0.9109477413818797,"0.9383834736548927
",0.9246656075183862
121,ALL,70,50,0.9384304205281392,"0.9083049063740862
",0.9233676634511128
112,ALL,60,60,0.9290352164107725,"0.9174637102642637
",0.9232494633375181
105,ALL,50,90,0.9133063589736488,"0.9317272100463231
",0.922516784509986
138,ALL,80,40,0.9460181706263631,"0.8985244592845956
",0.9222713149554793
111,ALL,60,50,0.9271776990902314,"0.9138588692133583
",0.9205182841517949
104,ALL,50,80,0.9102123089669397,"0.928423392366025
",0.9193178506664823
120,ALL,70,40,0.9390216491125599,"0.899053926551249
",0.9190377878319045
103,ALL,50,70,0.9142078416644052,"0.9210455073320108
",0.917626674498208
8,ALL,100,30,0.9568681201193779,"0.8769471258546448
",0.9169076229870115
102,ALL,50,60,0.9119224581219634,"0.9198726230236876
",0.9158975405728255
110,ALL,60,40,0.9289746378625734,"0.9008272245625912
",0.9149009312125823
147,ALL,90,30,0.9508988240458117,"0.8773051241127354
",0.9141019740792735
87,ALL,40,100,0.8854117470374891,"0.942483669619438
",0.9139477083284635
137,ALL,80,30,0.9463922627805288,"0.8777872332722566
",0.9120897480263928
101,ALL,50,50,0.9103747737298553,"0.9123423210931693
",0.9113585474115122
95,ALL,40,90,0.8867524879185018,"0.935065502977052
",0.9109089954477769
119,ALL,70,30,0.9385659878219779,"0.8789234649459171
",0.9087447263839474
94,ALL,40,80,0.8867220964162545,"0.928530991437
",0.9076265439266273
93,ALL,40,70,0.8902518848020318,"0.9243208375685695
",0.9072863611853006
100,ALL,50,40,0.9133113307977949,"0.9003456597491052
",0.90682849527345
92,ALL,40,60,0.8885408361978931,"0.9207967411830813
",0.9046687886904872
109,ALL,60,30,0.9281034508954491,"0.8777358832940613
",0.9029196670947552
91,ALL,40,50,0.8857878124470775,"0.9121367397315789
",0.8989622760893282
85,ALL,30,90,0.8526025415024852,"0.9362378429392901
",0.8944201922208876
99,ALL,50,30,0.9108851128305481,"0.876515277981243
",0.8937001954058955
90,ALL,40,40,0.887438175056187,"0.8979180577749737
",0.8926781164155804
5,ALL,100,20,0.9555491992812024,"0.8274931049518264
",0.8915211521165144
84,ALL,30,80,0.8467556230802835,"0.9343574902030671
",0.8905565566416753
77,ALL,30,100,0.8451526493784567,"0.9357849470182704
",0.8904687981983636
146,ALL,90,20,0.9513381774028425,"0.8280913412706298
",0.8897147593367362
83,ALL,30,70,0.8470693098206271,"0.9289644723486163
",0.8880168910846218
136,ALL,80,20,0.9473558478602077,"0.8271717593284074
",0.8872638035943075
82,ALL,30,60,0.8470291257044997,"0.9208196037175774
",0.8839243647110386
89,ALL,40,30,0.8903574387936538,"0.877100994340632
",0.8837292165671429
118,ALL,70,20,0.9379214714305243,"0.8268819857763515
",0.8824017286034379
81,ALL,30,50,0.848562703812548,"0.9128445710568762
",0.8807036374347121
108,ALL,60,20,0.9278190720212727,"0.8282785963149116
",0.8780488341680921
59,ALL,20,100,0.814288074352201,"0.9408341196122105
",0.8775610969822057
63,ALL,20,50,0.8359559787939018,"0.9132401291930519
",0.8745980539934768
80,ALL,30,40,0.8488389588027629,"0.8998963928018041
",0.8743676758022836
67,ALL,20,90,0.8121752717359162,"0.936549934679773
",0.8743626032078446
98,ALL,50,20,0.9134564518834699,"0.8285476847166481
",0.871002068300059
64,ALL,20,60,0.8200336222899288,"0.9208353897532628
",0.8704345060215959
65,ALL,20,70,0.8159658016514774,"0.9247791769502044
",0.8703724893008409
66,ALL,20,80,0.8075149178647788,"0.932833865584159
",0.8701743917244689
79,ALL,30,30,0.8520358024485373,"0.875078748731716
",0.8635572755901266
88,ALL,40,20,0.8875955071375098,"0.8270670634364176
",0.8573312852869637
62,ALL,20,40,0.810696451868826,"0.8982922049661775
",0.8544943284175017
17,ALL,10,100,0.7682938408470933,"0.9389038684872659
",0.8535988546671796
24,ALL,10,80,0.7759823566837676,"0.9302284438974837
",0.8531054002906256
61,ALL,20,30,0.8184298123640934,"0.8781838801005829
",0.8483068462323382
25,ALL,10,90,0.756797404142204,"0.9391528160848843
",0.8479751101135442
23,ALL,10,70,0.766152394110692,"0.9237944549296175
",0.8449734245201548
21,ALL,10,50,0.7720522969974831,"0.9087124401235849
",0.840382368560534
78,ALL,30,20,0.8471029209068388,"0.8270527289901769
",0.8370778249485078
22,ALL,10,60,0.7540795239129513,"0.9193110393396038
",0.8366952816262776
20,ALL,10,40,0.7609315512357555,"0.9005027943115053
",0.8307171727736304
19,ALL,10,30,0.7726554848720179,"0.8770489185677545
",0.8248522017198862
0,ALL,100,10,0.9568430387371789,"0.681605095080324
",0.8192240669087514
144,ALL,90,10,0.9513538327005782,"0.6812305849917982
",0.8162922088461881
60,ALL,20,20,0.8036774269663934,"0.828013681232918
",0.8158455540996556
134,ALL,80,10,0.9456049779890932,"0.6807401291926439
",0.8131725535908685
116,ALL,70,10,0.9389855164998118,"0.6816214254620818
",0.8103034709809468
106,ALL,60,10,0.92895785718259,"0.6828024749612863
",0.8058801660719381
96,ALL,50,10,0.9116110344320348,"0.6815599143574531
",0.796585474394744
86,ALL,40,10,0.8868945220243294,"0.679629844681231
",0.7832621833527802
18,ALL,10,20,0.7260352378189705,"0.827607417624346
",0.7768213277216582
76,ALL,30,10,0.848997537216535,"0.6784399041964131
",0.7637187207064741
16,ALL,10,10,0.8243260690261061,"0.6748308898258053
",0.7495784794259557
58,ALL,20,10,0.8164754267012152,"0.675240782408122
",0.7458581045546686
